"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000117592" 196 2 0 0 0 0 196 2 0 0 0 0 196 80 0 0 2 "PRDX6"
"ENSG00000117632" 235 3 0 0 0 0 235 8 0 0 0 0 235 83 3 0 2 "STMN1"
"ENSG00000117691" 88 0 0 0 0 0 88 2 0 0 0 0 88 56 0 0 2 "NENF"
"ENSG00000117697" 66 3 0 2 0 0 66 5 0 0 0 0 66 26 0 0 0 "NSL1"
"ENSG00000117724" 270 14 0 5 0 0 270 4 0 3 0 0 270 24 0 0 0 "CENPF"
"ENSG00000117859" 132 4 0 0 0 0 132 4 0 0 0 0 132 37 2 0 0 "OSBPL9"
"ENSG00000117862" 77 0 0 0 0 0 77 3 0 0 0 0 77 29 0 0 0 "TXNDC12"
"ENSG00000117899" 69 0 0 0 0 0 69 6 0 5 0 0 69 30 0 0 0 "MESDC2"
"ENSG00000118181" 133 6 0 0 0 0 133 0 0 0 0 0 133 35 0 0 0 "RPS25"
"ENSG00000118418" 81 2 0 0 0 0 81 2 0 0 0 0 81 31 0 0 5 "HMGN3"
"ENSG00000118515" 352 10 4 0 0 0 352 5 0 0 0 0 352 21 0 0 0 "SGK1"
"ENSG00000118579" 56 0 0 0 0 0 56 5 2 0 0 0 56 32 0 0 0 "MED28"
"ENSG00000118680" 158 4 0 3 0 0 158 4 0 2 0 0 158 60 2 0 0 "MYL12B"
"ENSG00000118705" 156 2 0 0 0 0 156 0 0 0 0 0 156 37 0 0 2 "RPN2"
"ENSG00000118855" 68 0 0 0 0 0 68 4 0 3 0 0 68 27 0 0 0 "MFSD1"
"ENSG00000118939" 76 0 0 0 0 0 76 4 0 0 0 0 76 49 0 0 2 "UCHL3"
"ENSG00000118985" 124 7 0 4 0 0 124 6 3 2 0 0 124 37 0 0 2 "ELL2"
"ENSG00000119013" 104 2 0 0 0 0 104 5 0 0 0 0 104 40 0 0 3 "NDUFB3"
"ENSG00000119185" 128 0 0 0 0 0 128 6 2 0 0 0 128 57 0 0 0 "ITGB1BP1"
"ENSG00000119318" 148 7 0 2 0 0 148 8 0 3 0 0 148 47 0 0 2 "RAD23B"
"ENSG00000119326" 76 7 0 2 0 0 76 9 2 3 0 0 76 29 0 0 2 "CTNNAL1"
"ENSG00000119335" 474 12 0 0 2 0 474 12 0 3 4 0 474 153 4 2 11 "SET"
"ENSG00000119403" 64 0 0 0 0 0 64 2 0 0 0 0 64 30 0 0 0 "PHF19"
"ENSG00000119421" 75 4 0 0 0 0 75 3 0 0 0 0 75 39 0 0 0 "NDUFA8"
"ENSG00000119446" 66 2 0 0 0 0 66 0 0 0 0 0 66 31 0 0 0 "RBM18"
"ENSG00000119471" 93 0 0 0 0 0 93 0 0 0 0 0 93 45 0 0 0 "HSDL2"
"ENSG00000119487" 88 3 0 0 0 0 88 2 0 0 0 0 88 38 0 0 3 "MAPKAP1"
"ENSG00000119705" 157 5 0 0 0 0 157 2 2 0 0 0 157 69 2 0 0 "SLIRP"
"ENSG00000119707" 99 12 2 3 2 0 99 2 0 0 0 0 99 25 0 0 0 "RBM25"
"ENSG00000119820" 63 0 0 0 0 0 63 0 0 0 0 0 63 30 0 0 0 "YIPF4"
"ENSG00000119878" 83 2 0 0 0 0 83 3 0 0 0 0 83 50 2 0 0 "CRIPT"
"ENSG00000119986" 67 5 0 2 0 0 67 4 0 3 0 0 67 26 0 0 0 "AVPI1"
"ENSG00000120053" 61 0 0 0 0 0 61 5 0 2 0 0 61 28 3 0 0 "GOT1"
"ENSG00000120137" 85 8 2 3 0 0 85 3 0 0 0 0 85 19 3 0 0 "PANK3"
"ENSG00000120159" 60 3 0 0 0 0 60 3 0 2 0 0 60 27 0 0 0 "CAAP1"
"ENSG00000120254" 74 2 0 0 0 0 74 0 0 0 0 0 74 29 0 0 0 "MTHFD1L"
"ENSG00000120256" 78 2 0 0 0 0 78 3 0 0 0 0 78 32 0 0 0 "LRP11"
"ENSG00000120265" 78 3 0 2 0 0 78 4 2 0 0 0 78 39 0 0 2 "PCMT1"
"ENSG00000120306" 50 2 0 0 0 0 50 2 0 0 0 0 50 29 0 0 2 "CYSTM1"
"ENSG00000120333" 70 3 0 2 0 0 70 5 3 0 0 0 70 30 0 0 0 "MRPS14"
"ENSG00000120533" 103 3 0 0 0 0 103 0 0 0 0 0 103 27 0 0 0 "ENY2"
"ENSG00000120675" 82 0 0 0 0 0 82 4 0 2 0 0 82 39 0 0 0 "DNAJC15"
"ENSG00000120686" 88 0 0 0 0 0 88 2 0 0 0 0 88 43 0 0 0 "UFM1"
"ENSG00000120694" 88 5 0 0 2 0 88 6 2 0 0 0 88 32 0 0 0 "HSPH1"
"ENSG00000120705" 197 3 0 0 0 0 197 8 0 3 0 0 197 52 0 0 0 "ETF1"
"ENSG00000120708" 495 12 0 0 0 0 495 2 0 0 0 0 495 64 0 0 0 "TGFBI"
"ENSG00000120733" 66 7 0 4 0 0 66 0 0 0 0 0 66 26 0 0 0 "KDM3B"
"ENSG00000120742" 98 5 0 0 0 0 98 6 5 0 0 0 98 46 0 0 0 "SERP1"
"ENSG00000120802" 168 15 3 0 0 0 168 4 0 0 0 0 168 31 2 0 0 "TMPO"
"ENSG00000120885" 352 5 0 0 0 0 352 2 0 0 0 0 352 62 2 0 2 "CLU"
"ENSG00000120992" 132 3 0 0 0 0 132 6 0 2 0 0 132 56 0 0 0 "LYPLA1"
"ENSG00000121022" 74 5 2 0 0 0 74 6 0 0 0 0 74 34 0 0 2 "COPS5"
"ENSG00000121067" 64 5 0 0 0 0 64 9 0 0 0 0 64 25 0 0 0 "SPOP"
"ENSG00000121073" 54 3 0 0 0 0 54 3 0 0 0 0 54 27 0 0 0 "SLC35B1"
"ENSG00000121579" 142 3 0 0 0 0 142 6 0 3 0 0 142 68 0 0 0 "NAA50"
"ENSG00000121892" 138 2 0 0 0 0 138 4 0 3 0 0 138 33 4 0 0 "PDS5A"
"ENSG00000122026" 312 11 0 0 0 0 312 6 0 0 0 0 312 120 3 0 4 "RPL21"
"ENSG00000122359" 116 0 0 0 0 0 116 4 0 2 0 0 116 45 0 0 0 "ANXA11"
"ENSG00000122406" 343 13 0 0 0 0 343 7 2 0 0 0 343 137 3 0 3 "RPL5"
"ENSG00000122545" 120 9 0 0 0 6 120 8 2 2 0 0 120 18 0 0 0 "SEPT7"
"ENSG00000122550" 55 2 0 0 0 0 55 2 0 0 0 0 55 27 0 0 0 "KLHL7"
"ENSG00000122565" 175 7 0 3 0 0 175 8 2 0 0 0 175 50 0 0 2 "CBX3"
"ENSG00000122566" 234 10 0 4 0 0 234 5 0 2 0 0 234 45 0 0 0 "HNRNPA2B1"
"ENSG00000122644" 63 0 0 0 0 0 63 4 0 3 0 0 63 33 0 0 0 "ARL4A"
"ENSG00000122692" 126 0 0 0 0 0 126 12 4 0 2 0 126 38 0 0 0 "SMU1"
"ENSG00000122705" 129 3 0 0 0 0 129 3 0 0 0 0 129 51 0 0 0 "CLTA"
"ENSG00000122786" 115 2 0 0 0 0 115 3 0 0 0 0 115 31 0 0 0 "CALD1"
"ENSG00000122873" 84 2 0 0 0 0 84 3 0 0 0 0 84 47 0 0 2 "CISD1"
"ENSG00000122882" 63 0 0 0 0 0 63 2 0 0 0 0 63 31 0 0 0 "ECD"
"ENSG00000122952" 88 0 0 0 0 0 88 0 0 0 0 0 88 37 0 0 0 "ZWINT"
"ENSG00000123080" 172 5 0 4 0 0 172 7 2 0 0 0 172 55 2 0 0 "CDKN2C"
"ENSG00000123091" 72 2 0 0 0 0 72 7 0 3 0 0 72 27 0 0 0 "RNF11"
"ENSG00000123131" 87 0 0 0 0 0 87 2 0 0 0 0 87 52 2 0 2 "PRDX4"
"ENSG00000123144" 94 0 0 0 0 0 94 4 0 2 0 0 94 47 0 0 0 "C19orf43"
"ENSG00000123268" 97 6 0 4 0 0 97 3 0 0 0 0 97 32 2 0 0 "ATF1"
"ENSG00000123297" 43 3 0 0 0 0 43 4 0 0 0 0 43 23 0 0 0 "TSFM"
"ENSG00000123505" 123 6 0 3 0 0 123 3 0 2 0 0 123 42 0 0 0 "AMD1"
"ENSG00000123545" 75 2 0 2 0 0 75 3 0 0 0 0 75 33 0 0 0 "NDUFAF4"
"ENSG00000123562" 168 5 0 5 0 0 168 2 2 0 0 0 168 42 2 0 0 "MORF4L2"
"ENSG00000123684" 111 5 0 0 0 0 111 6 0 2 0 0 111 34 0 0 0 "LPGAT1"
"ENSG00000123975" 96 5 0 0 0 0 96 5 0 3 0 0 96 44 0 0 2 "CKS2"
"ENSG00000123983" 119 6 0 2 0 0 119 8 2 0 0 0 119 46 0 0 6 "ACSL3"
"ENSG00000124172" 184 7 0 0 0 0 184 5 2 0 0 0 184 63 0 0 0 "ATP5E"
"ENSG00000124193" 124 0 0 0 0 0 124 0 0 0 0 0 124 42 0 0 0 "SRSF6"
"ENSG00000124207" 264 5 0 0 0 0 264 8 0 3 2 0 264 70 0 0 2 "CSE1L"
"ENSG00000124214" 77 0 0 0 0 0 77 0 0 0 0 0 77 31 0 0 0 "STAU1"
"ENSG00000124541" 72 4 0 0 0 0 72 3 0 0 0 0 72 30 0 0 0 "RRP36"
"ENSG00000124562" 58 0 0 0 0 0 58 5 3 0 0 0 58 28 0 0 0 "SNRPC"
"ENSG00000124762" 55 4 0 0 0 0 55 2 0 0 0 0 55 26 0 0 0 "CDKN1A"
"ENSG00000124767" 93 0 0 0 0 0 93 0 0 0 0 0 93 38 0 0 0 "GLO1"
"ENSG00000124783" 179 3 2 0 0 0 179 3 0 2 0 0 179 82 0 0 2 "SSR1"
"ENSG00000124795" 154 16 2 5 0 0 154 5 0 0 0 0 154 49 0 0 0 "DEK"
"ENSG00000124802" 62 4 0 0 0 0 62 5 0 0 0 0 62 30 0 0 0 "EEF1E1"
"ENSG00000124942" 176 10 0 0 0 0 176 6 0 3 0 0 176 14 0 0 0 "AHNAK"
"ENSG00000125037" 67 0 0 0 0 0 67 0 0 0 0 0 67 37 0 0 0 "EMC3"
"ENSG00000125148" 103 0 0 0 0 0 103 5 3 0 0 0 103 49 0 0 0 "MT2A"
"ENSG00000125166" 54 2 0 0 0 0 54 2 0 0 0 0 54 30 0 0 0 "GOT2"
"ENSG00000125304" 119 9 0 0 0 0 119 4 0 0 0 0 119 34 0 0 0 "TM9SF2"
"ENSG00000125356" 95 0 0 0 0 0 95 0 0 0 0 0 95 46 0 0 0 "NDUFA1"
"ENSG00000125534" 52 0 0 0 0 0 52 0 0 0 0 0 52 40 0 0 0 "PPDPF"
"ENSG00000125651" 43 5 0 0 0 0 43 3 0 0 2 0 43 26 0 0 0 "GTF2F1"
"ENSG00000125691" 362 9 0 0 2 0 362 13 0 0 0 0 362 154 2 0 0 "SNORA21"
"ENSG00000125743" 226 14 0 0 0 0 226 7 0 0 0 0 226 103 6 0 0 "SNRPD2"
"ENSG00000125753" 53 2 0 0 0 0 53 2 0 0 0 0 53 28 0 0 0 "VASP"
"ENSG00000125835" 74 0 0 0 0 0 74 0 0 0 0 0 74 38 0 0 0 "SNRPB"
"ENSG00000125868" 250 4 0 0 0 0 250 5 0 0 0 0 250 111 3 0 4 "DSTN"
"ENSG00000125944" 146 6 0 2 0 0 146 4 0 0 0 0 146 39 2 0 0 "HNRNPR"
"ENSG00000125968" 79 3 0 0 0 0 79 3 0 2 0 0 79 26 0 0 0 "ID1"
"ENSG00000125971" 84 0 0 0 0 0 84 0 0 0 0 0 84 34 0 0 0 "DYNLRB1"
"ENSG00000125977" 123 5 0 0 0 0 123 9 2 2 0 0 123 30 0 0 0 "EIF2S2"
"ENSG00000125991" 117 0 0 0 0 0 117 0 0 0 0 0 117 38 0 0 0 "ERGIC3"
"ENSG00000125995" 120 0 0 0 0 0 120 2 0 0 0 0 120 62 0 0 2 "ROMO1"
"ENSG00000126067" 77 4 0 0 0 0 77 2 0 0 0 0 77 41 0 0 0 "PSMB2"
"ENSG00000126088" 70 0 0 0 0 0 70 0 0 0 0 0 70 35 0 0 0 "UROD"
"ENSG00000126247" 99 0 0 0 0 0 99 2 0 0 0 0 99 35 2 0 2 "CAPNS1"
"ENSG00000126267" 141 4 0 0 0 0 141 2 0 0 0 0 141 63 0 0 0 "COX6B1"
"ENSG00000126432" 109 0 0 0 0 0 109 0 0 0 0 0 109 51 0 0 0 "PRDX5"
"ENSG00000126524" 85 3 0 0 0 0 85 10 2 0 0 2 85 29 0 0 0 "SBDS"
"ENSG00000126749" 91 0 0 0 0 0 91 4 0 0 0 0 91 26 0 0 0 NA
"ENSG00000126756" 127 0 0 0 0 0 127 2 0 0 0 0 127 79 0 0 0 "UXT"
"ENSG00000126777" 195 5 0 2 0 0 195 7 0 3 0 0 195 33 0 0 0 "KTN1"
"ENSG00000127022" 369 2 0 0 0 0 369 10 2 4 0 0 369 91 6 3 7 "CANX"
"ENSG00000127184" 186 0 0 0 0 0 186 0 0 0 0 0 186 91 0 0 2 "COX7C"
"ENSG00000127314" 88 0 0 0 0 0 88 3 0 3 0 0 88 37 0 0 0 "RAP1B"
"ENSG00000127445" 54 2 0 0 0 0 54 2 0 0 0 0 54 28 0 0 0 "PIN1"
"ENSG00000127463" 52 3 0 0 0 0 52 4 0 0 0 0 52 24 0 0 0 "EMC1"
"ENSG00000127540" 72 0 0 0 0 0 72 0 0 0 0 0 72 57 0 0 6 "UQCR11"
"ENSG00000127616" 80 2 0 0 0 0 80 4 0 2 0 0 80 30 0 0 0 "SMARCA4"
"ENSG00000127884" 56 2 0 0 0 0 56 2 0 0 0 0 56 26 0 0 0 "ECHS1"
"ENSG00000127920" 110 5 0 2 0 0 110 2 0 0 0 0 110 36 0 0 0 "GNG11"
"ENSG00000127922" 87 0 0 0 0 0 87 3 2 0 0 0 87 47 0 0 2 "C7orf76"
"ENSG00000128050" 150 0 0 0 0 0 150 5 0 2 0 0 150 52 3 0 0 "PAICS"
"ENSG00000128272" 116 0 0 0 0 0 116 3 0 0 0 0 116 47 0 0 2 "ATF4"
"ENSG00000128463" 149 5 0 0 0 0 149 8 3 0 0 0 149 61 0 0 2 "EMC4"
"ENSG00000128487" 95 9 0 4 0 0 95 0 0 0 0 0 95 27 0 0 0 "SPECC1"
"ENSG00000128534" 91 4 0 0 0 0 91 7 0 0 0 0 91 28 0 0 0 "LSM8"
"ENSG00000128595" 183 0 0 0 0 0 183 5 0 0 0 0 183 64 3 0 0 "CALU"
"ENSG00000128944" 96 6 0 0 0 0 96 3 0 2 0 0 96 30 0 0 0 "KNSTRN"
"ENSG00000128951" 202 5 0 0 0 0 202 7 0 2 0 0 202 100 0 2 2 "DUT"
"ENSG00000128989" 195 2 0 0 0 0 195 12 3 2 0 0 195 65 0 0 6 "ARPP19"
"ENSG00000129083" 90 16 4 5 2 0 90 2 0 2 0 0 90 19 0 0 0 "COPB1"
"ENSG00000129128" 239 5 0 2 0 0 239 7 0 0 0 0 239 126 0 0 0 "SPCS3"
"ENSG00000129235" 130 4 0 0 0 0 130 3 0 0 0 0 130 72 2 0 0 "TXNDC17"
"ENSG00000129559" 62 0 0 0 0 0 62 3 0 0 0 0 62 43 2 0 2 "NEDD8"
"ENSG00000129562" 118 3 0 0 0 0 118 4 0 0 0 0 118 52 2 0 0 "DAD1"
"ENSG00000129625" 101 3 0 2 0 0 101 6 0 0 0 0 101 47 2 0 4 "REEP5"
"ENSG00000129757" 76 3 0 0 0 0 76 3 0 0 0 0 76 26 0 0 0 "CDKN1C"
"ENSG00000130255" 272 3 0 0 0 0 272 5 0 2 0 0 272 144 2 0 4 "RPL36"
"ENSG00000130312" 81 7 0 4 0 0 81 8 0 0 0 0 81 35 2 0 0 "MRPL34"
"ENSG00000130332" 63 3 0 0 0 0 63 2 0 0 0 0 63 26 0 0 0 "LSM7"
"ENSG00000130429" 74 0 0 0 0 0 74 0 0 0 0 0 74 48 0 2 0 "ARPC1B"
"ENSG00000130520" 81 2 0 0 0 0 81 0 0 0 0 0 81 44 0 0 2 "LSM4"
"ENSG00000130522" 47 7 0 4 0 0 47 14 0 3 0 0 47 12 0 0 0 "JUND"
"ENSG00000130558" 79 2 0 0 0 0 79 2 0 0 0 0 79 41 0 0 0 "OLFM1"
"ENSG00000130706" 51 8 2 2 0 0 51 2 0 0 0 0 51 20 0 0 0 "ADRM1"
"ENSG00000130724" 64 0 0 0 0 0 64 0 0 0 0 0 64 32 0 0 0 "CHMP2A"
"ENSG00000130725" 66 0 0 0 0 0 66 5 0 0 0 0 66 25 0 0 0 "UBE2M"
"ENSG00000130726" 97 3 0 0 0 0 97 3 0 0 0 0 97 28 0 0 0 "TRIM28"
"ENSG00000130731" 62 0 0 0 0 0 62 0 0 0 0 0 62 44 3 0 0 "C16orf13"
"ENSG00000130741" 279 0 0 0 0 0 279 7 0 3 0 0 279 110 2 0 5 "EIF2S3"
"ENSG00000130770" 123 2 0 0 0 0 123 2 0 0 0 0 123 53 0 0 2 "ATPIF1"
"ENSG00000130826" 79 4 0 0 0 0 79 3 0 2 0 0 79 24 0 0 0 "DKC1"
"ENSG00000130939" 99 4 0 0 0 0 99 4 0 3 0 0 99 41 0 0 0 "UBE4B"
"ENSG00000130985" 147 4 0 3 0 0 147 4 0 0 0 0 147 35 0 0 0 "UBA1"
"ENSG00000131051" 207 6 0 0 0 0 207 6 0 0 0 0 207 35 0 0 0 "RBM39"
"ENSG00000131143" 143 0 0 0 0 0 143 6 0 2 0 0 143 62 3 0 0 "COX4I1"
"ENSG00000131148" 78 8 0 4 0 0 78 4 0 2 0 0 78 38 0 0 3 "EMC8"
"ENSG00000131153" 70 3 0 0 0 0 70 3 0 0 2 0 70 46 0 0 0 "GINS2"
"ENSG00000131174" 196 6 0 0 0 0 196 2 0 0 0 0 196 78 3 0 0 "COX7B"
"ENSG00000131236" 146 7 0 0 2 0 146 4 0 3 0 0 146 39 0 0 0 "CAP1"
"ENSG00000131368" 68 4 0 2 0 0 68 0 0 0 0 0 68 28 0 0 0 "MRPS25"
"ENSG00000131462" 68 4 0 0 0 0 68 2 0 0 0 0 68 26 0 0 0 "TUBG1"
"ENSG00000131467" 108 0 0 0 0 0 108 4 0 0 0 0 108 39 0 0 0 "PSME3"
"ENSG00000131469" 250 8 0 0 0 0 250 5 2 0 0 0 250 86 3 0 0 "RPL27"
"ENSG00000131473" 248 5 2 0 0 0 248 8 2 0 2 0 248 68 0 0 7 "ACLY"
"ENSG00000131495" 72 0 0 0 0 0 72 0 0 0 0 0 72 38 0 0 0 "NDUFA2"
"ENSG00000131507" 91 0 0 0 0 0 91 5 0 0 0 0 91 51 0 0 3 "NDFIP1"
"ENSG00000131508" 98 0 0 0 0 0 98 0 0 0 0 0 98 51 2 0 0 "UBE2D2"
"ENSG00000131747" 277 13 0 3 3 0 277 5 0 0 0 0 277 24 0 0 0 "TOP2A"
"ENSG00000131795" 86 4 0 0 0 0 86 9 0 2 0 0 86 43 0 0 0 "RBM8A"
"ENSG00000131844" 53 0 0 0 0 0 53 3 0 0 0 0 53 30 2 0 0 "MCCC2"
"ENSG00000131981" 55 0 0 0 0 0 55 2 0 0 0 0 55 31 0 0 2 "LGALS3"
"ENSG00000132002" 114 2 0 0 0 0 114 3 0 0 0 0 114 40 0 0 0 "DNAJB1"
"ENSG00000132153" 74 0 0 0 0 0 74 2 0 0 0 0 74 28 2 0 0 "DHX30"
"ENSG00000132300" 104 3 0 2 0 0 104 5 0 0 0 0 104 23 0 0 0 "PTCD3"
"ENSG00000132305" 82 0 0 0 0 0 82 5 0 2 0 0 82 34 0 0 0 "IMMT"
"ENSG00000132313" 54 4 2 0 0 0 54 2 0 0 0 0 54 28 0 0 0 "MRPL35"
"ENSG00000132341" 292 4 0 0 0 0 292 9 2 3 0 0 292 77 0 2 0 "RAN"
"ENSG00000132356" 171 10 2 3 0 0 171 5 0 0 0 0 171 37 0 0 0 "PRKAA1"
"ENSG00000132432" 145 2 0 0 0 0 145 4 0 0 0 0 145 54 0 0 0 "SEC61G"
"ENSG00000132463" 91 0 0 0 0 0 91 6 0 2 0 0 91 43 0 0 0 "GRSF1"
"ENSG00000132475" 245 11 0 3 0 0 245 6 0 2 0 0 245 104 0 0 5 "H3F3B"
"ENSG00000132507" 174 3 0 0 0 0 174 5 2 0 0 0 174 62 0 0 2 "EIF5A"
"ENSG00000132581" 54 3 0 0 0 0 54 0 0 0 0 0 54 30 0 0 0 "SDF2"
"ENSG00000132640" 257 13 0 5 0 0 257 8 0 0 0 0 257 30 0 0 0 "BTBD3"
"ENSG00000132646" 160 7 0 4 0 0 160 3 0 0 0 0 160 52 0 0 0 "PCNA"
"ENSG00000132676" 103 0 0 0 0 0 103 7 2 0 0 0 103 42 0 0 0 "DAP3"
"ENSG00000132780" 87 4 0 0 2 0 87 0 0 0 0 0 87 33 0 0 0 "NASP"
"ENSG00000132824" 93 2 0 0 0 0 93 3 2 0 0 0 93 35 0 0 2 "SERINC3"
"ENSG00000132963" 206 2 0 0 0 0 206 8 2 0 0 0 206 69 0 0 0 "POMP"
"ENSG00000132967" 77 0 0 0 0 0 77 4 0 3 0 0 77 36 0 0 0 NA
"ENSG00000133112" 304 8 0 0 0 0 304 18 2 2 0 0 304 137 4 0 2 "TPT1"
"ENSG00000133142" 51 2 0 0 0 0 51 0 0 0 0 0 51 33 0 0 0 "TCEAL4"
"ENSG00000133302" 228 18 0 6 0 0 228 6 2 0 0 0 228 27 0 0 2 "ANKRD32"
"ENSG00000133318" 137 0 0 0 0 0 137 0 0 0 0 0 137 62 0 3 0 "RTN3"
"ENSG00000133393" 86 5 0 2 0 0 86 4 0 0 0 0 86 36 0 0 0 "FOPNL"
"ENSG00000133641" 58 0 0 0 0 0 58 5 0 0 0 0 58 29 0 0 0 "C12orf29"
"ENSG00000133706" 147 9 0 3 0 0 147 7 3 3 0 0 147 55 0 0 3 "LARS"
"ENSG00000133818" 54 3 0 2 0 0 54 4 0 2 0 0 54 24 0 0 0 "RRAS2"
"ENSG00000133872" 96 2 0 0 2 0 96 4 0 3 0 0 96 34 0 0 2 "SARAF"
"ENSG00000134046" 143 11 0 0 0 0 143 14 0 3 0 0 143 58 3 0 0 "MBD2"
"ENSG00000134056" 81 6 2 2 0 0 81 0 0 0 0 0 81 40 0 0 0 "MRPS36"
"ENSG00000134057" 246 13 0 2 0 0 246 10 2 0 0 0 246 58 0 0 6 "CCNB1"
"ENSG00000134152" 76 4 0 2 0 0 76 7 0 0 0 0 76 26 0 0 0 "KATNBL1"
"ENSG00000134153" 111 3 0 0 0 0 111 7 0 3 0 0 111 35 0 0 0 "EMC7"
"ENSG00000134291" 165 0 0 0 0 0 165 5 2 0 0 0 165 79 4 0 4 "TMEM106C"
"ENSG00000134294" 465 28 4 14 0 0 465 7 0 0 0 0 465 76 0 0 0 "SLC38A2"
"ENSG00000134308" 169 0 0 0 0 0 169 5 2 0 0 0 169 61 0 0 0 "YWHAQ"
"ENSG00000134318" 130 5 0 3 0 0 130 2 0 0 0 0 130 39 0 0 0 "ROCK2"
"ENSG00000134333" 405 7 0 0 0 0 405 12 2 0 4 0 405 110 5 0 0 "LDHA"
"ENSG00000134375" 106 3 0 2 0 0 106 5 0 0 0 0 106 56 0 0 0 "TIMM17A"
"ENSG00000134419" 130 0 0 0 0 0 130 2 0 0 0 0 130 61 0 0 0 "RPS15A"
"ENSG00000134440" 119 7 0 2 4 0 119 7 0 2 0 0 119 47 0 0 0 "NARS"
"ENSG00000134480" 90 6 0 4 0 0 90 2 2 0 0 0 90 25 0 0 0 "CCNH"
"ENSG00000134644" 104 17 0 9 0 0 104 4 0 0 0 0 104 15 0 0 0 "PUM1"
"ENSG00000134684" 168 4 0 0 0 0 168 4 0 0 0 0 168 52 0 0 0 "YARS"
"ENSG00000134717" 107 7 0 0 0 0 107 8 0 2 0 0 107 40 0 0 0 "BTF3L4"
"ENSG00000134748" 125 5 0 2 0 0 125 8 0 4 0 2 125 48 0 0 0 "PRPF38A"
"ENSG00000134759" 75 0 0 0 0 0 75 2 0 0 0 0 75 32 0 0 0 "ELP2"
"ENSG00000134779" 139 0 0 0 0 0 139 0 0 0 0 0 139 70 0 0 3 "TPGS2"
"ENSG00000134825" 93 0 0 0 0 0 93 2 0 0 0 0 93 46 0 0 0 "TMEM258"
"ENSG00000134851" 90 7 0 4 0 0 90 5 0 2 0 0 90 36 0 0 0 "TMEM165"
"ENSG00000134900" 77 6 0 3 0 0 77 8 0 4 0 0 77 23 0 0 0 "TPP2"
"ENSG00000134905" 58 0 0 0 0 0 58 3 0 0 0 0 58 36 0 0 0 "CARS2"
"ENSG00000134910" 82 0 0 0 0 0 82 0 0 0 0 0 82 39 5 2 0 "STT3A"
"ENSG00000134970" 118 3 2 0 0 0 118 4 0 0 0 0 118 45 4 0 0 "TMED7"
"ENSG00000134987" 96 3 0 2 0 0 96 0 0 0 0 0 96 33 0 0 0 "WDR36"
"ENSG00000135002" 64 0 0 0 0 0 64 5 0 0 0 0 64 33 0 0 0 "RFK"
"ENSG00000135018" 119 6 0 3 0 0 119 3 0 0 0 0 119 42 0 0 0 "UBQLN1"
"ENSG00000135046" 179 7 0 0 0 2 179 4 0 0 0 0 179 35 0 0 0 "ANXA1"
"ENSG00000135052" 68 0 0 0 0 0 68 2 0 0 0 0 68 35 0 0 4 "GOLM1"
"ENSG00000135070" 71 0 0 0 0 0 71 0 0 0 0 0 71 37 0 0 0 "ISCA1"
"ENSG00000135269" 87 3 0 2 0 0 87 5 0 0 0 0 87 22 0 0 0 "TES"
"ENSG00000135272" 68 3 0 0 0 0 68 2 0 0 0 0 68 25 0 2 0 "MDFIC"
"ENSG00000135316" 223 11 2 0 2 0 223 15 4 3 0 0 223 74 0 0 5 "SYNCRIP"
"ENSG00000135336" 79 2 0 0 0 0 79 5 0 2 0 0 79 26 0 0 0 "ORC3"
"ENSG00000135387" 191 11 0 0 2 0 191 9 0 4 0 0 191 46 0 0 2 "CAPRIN1"
"ENSG00000135404" 99 0 0 0 0 0 99 5 0 0 0 0 99 33 0 0 0 "CD63"
"ENSG00000135441" 42 0 0 0 0 0 42 2 0 0 0 0 42 34 2 0 0 "BLOC1S1"
"ENSG00000135480" 206 3 0 0 0 0 206 4 0 0 0 0 206 54 0 0 0 "KRT7"
"ENSG00000135486" 361 4 0 0 0 0 361 11 2 3 0 0 361 118 4 0 4 "HNRNPA1"
"ENSG00000135525" 157 9 0 2 0 0 157 9 3 5 0 0 157 48 0 0 0 "MAP7"
"ENSG00000135535" 142 7 0 0 0 0 142 2 0 0 0 0 142 43 2 0 3 "CD164"
"ENSG00000135624" 130 4 0 0 0 0 130 4 2 0 0 0 130 32 0 0 0 "CCT7"
"ENSG00000135778" 62 0 0 0 0 0 62 4 3 0 0 0 62 39 0 0 0 "NTPCR"
"ENSG00000135821" 111 2 0 0 0 0 111 3 0 0 0 0 111 36 0 0 0 "GLUL"
"ENSG00000135847" 48 0 0 0 0 0 48 3 0 0 0 0 48 27 0 0 0 "ACBD6"
"ENSG00000135930" 94 2 0 0 0 0 94 2 0 0 0 0 94 37 0 0 0 "EIF4E2"
"ENSG00000135940" 109 3 0 0 0 0 109 0 0 0 0 0 109 48 0 0 0 "COX5B"
"ENSG00000136026" 62 0 0 0 0 0 62 4 0 0 0 0 62 31 0 0 0 "CKAP4"
"ENSG00000136045" 58 10 2 3 0 0 58 4 0 2 0 0 58 16 0 0 0 "PWP1"
"ENSG00000136104" 57 0 0 0 0 0 57 0 0 0 0 0 57 32 2 0 0 "RNASEH2B"
